Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
1,1,0,2,2,0,3,0,134,3,7768,0,4,14,21,11,1,13,15,6170
0,0,3,3,3,0,2,2,167,3,1083,3,3,22,18,20,2,0,5,2307
3,1,2,0,0,0,0,1,284,2,2644,1,1,19,30,14,1,0,1,2395
3,1,0,3,0,0,1,2,181,2,5209,1,3,1,6,7,1,0,9,1452
3,0,0,0,0,0,4,2,295,2,6364,0,5,9,50,5,2,7,7,3996
3,0,1,1,3,0,2,2,193,1,6477,3,5,6,23,24,2,11,0,1765
0,1,2,1,1,0,2,0,221,0,2188,2,6,20,18,16,1,12,13,2071
3,0,2,2,2,0,2,0,71,3,320,2,4,23,28,3,2,3,14,1797
2,0,1,1,3,0,4,0,92,1,4413,2,3,15,21,18,2,12,6,2554
0,1,1,2,2,0,2,1,81,3,6386,0,5,19,14,24,0,3,5,4046
3,0,1,0,1,0,3,1,73,3,62,2,6,1,46,1,2,0,6,2225
2,1,1,1,3,0,4,2,292,0,4689,3,7,4,43,6,1,10,14,4429
3,0,2,3,2,0,3,1,110,2,5739,1,4,10,48,0,0,5,11,2819
1,0,3,1,2,0,0,0,244,3,6640,1,6,12,39,9,2,1,14,5031
2,1,2,3,2,0,1,1,80,0,9345,0,3,0,47,7,0,9,3,2658
0,1,3,1,3,0,2,0,87,2,2129,0,2,22,33,5,2,2,8,1777
2,1,3,1,3,0,3,0,277,0,9940,2,5,18,33,13,1,12,1,5486
3,0,0,2,3,0,2,1,273,3,5030,1,5,17,32,7,2,8,14,3251
0,1,1,1,3,0,0,1,170,3,668,3,5,17,22,20,1,8,15,2559
3,1,3,0,3,0,1,2,106,3,3573,3,2,23,35,6,1,2,11,2440
1,0,0,0,3,0,1,0,51,1,7189,3,4,3,7,21,1,7,6,746
1,0,1,1,1,0,0,2,134,3,7921,0,6,2,35,15,1,5,13,5093
2,1,2,1,0,0,0,2,188,1,4543,3,3,16,23,1,1,14,14,2647
2,1,2,3,3,0,1,2,52,2,7150,0,6,19,37,16,2,2,9,2379
2,1,0,0,3,0,3,0,156,0,9076,3,1,12,35,24,1,15,3,5065
1,1,0,3,1,0,0,1,157,3,1297,0,6,0,22,11,0,9,0,3970
2,1,3,3,3,0,0,1,299,2,2136,0,7,3,34,0,0,15,1,3381
3,0,0,0,3,0,4,2,98,0,9787,2,4,21,12,12,0,12,12,4547
1,0,2,2,3,0,1,1,123,0,4211,3,3,4,32,12,2,11,7,1960
1,0,0,2,0,0,1,1,184,1,4628,1,4,15,25,16,0,2,3,2020
1,0,3,2,2,0,0,2,78,0,5744,1,7,1,27,13,2,10,6,3891
0,1,1,2,2,0,2,0,214,1,3051,2,4,15,35,1,1,0,4,1818
0,1,0,1,3,0,3,0,183,0,4431,2,2,10,26,12,0,0,12,3187
2,0,1,0,3,0,3,0,179,0,8288,3,2,21,31,22,1,9,7,3942
2,1,0,1,3,0,0,2,273,0,4673,1,2,0,47,12,1,14,8,4144
0,0,0,0,2,0,2,0,287,0,3361,1,2,22,49,23,2,8,4,2619
0,0,1,1,3,0,1,2,156,2,6754,0,5,10,17,3,0,7,15,1356
3,0,2,1,1,0,4,2,182,3,5485,2,1,20,40,5,1,7,14,3449
1,1,3,0,1,0,3,2,295,3,2750,0,3,2,50,0,1,3,10,4377
3,1,1,1,3,0,0,2,128,2,5220,3,4,22,29,20,2,2,2,2639
3,0,0,1,0,0,2,0,197,2,987,3,5,21,36,9,0,5,5,1612
2,0,3,2,0,0,4,2,80,3,1312,0,6,10,46,23,0,3,15,3636
0,0,2,1,3,0,2,1,56,0,242,1,3,5,37,13,0,12,5,1907
1,0,0,2,3,0,4,0,56,0,9598,3,2,17,33,10,1,9,5,5677
2,1,1,0,2,0,2,1,298,1,867,2,5,16,6,11,1,6,8,1459
0,1,2,0,2,0,0,1,68,2,9169,0,2,11,0,13,1,0,15,3357
0,0,0,1,0,0,4,2,206,3,5286,2,1,5,29,21,2,14,3,4313
2,1,0,0,0,0,0,2,67,0,9025,2,4,15,25,8,1,2,5,4571
3,0,2,3,0,0,4,0,87,0,6946,3,6,14,45,19,2,7,6,3936
0,1,3,0,1,0,0,1,298,3,4007,1,6,9,36,19,2,7,5,4129
2,0,1,1,1,0,1,2,111,0,2763,3,7,16,33,14,0,14,7,1895
1,1,3,3,0,0,3,1,53,0,9300,1,1,9,38,21,2,9,1,5635
2,0,3,1,1,0,2,1,163,1,2555,0,7,16,0,19,2,1,1,1790
3,1,1,0,2,0,4,0,210,1,8728,3,4,21,29,21,0,3,4,4179
2,0,3,0,2,0,4,1,53,3,9686,2,7,20,40,1,2,1,3,6185
0,1,0,3,1,0,2,0,72,2,6041,1,5,7,38,2,2,6,1,2186
1,0,3,0,0,0,0,2,168,2,792,0,6,9,49,7,1,12,5,2701
2,1,1,2,0,0,3,0,57,3,6179,2,6,14,42,8,0,6,13,5037
0,0,2,2,1,0,1,0,66,3,6458,2,5,14,23,13,1,8,7,1726
0,1,0,0,1,0,1,0,94,1,3657,3,3,11,33,24,0,3,15,796
2,0,2,0,3,0,0,2,255,0,5201,1,3,2,31,7,2,11,3,3161
1,1,1,1,3,0,2,2,162,2,1354,2,2,23,32,21,2,1,3,2179
1,0,3,2,1,0,4,2,297,1,9580,1,4,5,36,21,0,6,1,5229
1,0,2,0,0,0,1,1,292,3,1969,3,3,4,15,12,2,10,7,2851
0,0,1,2,2,0,0,1,190,1,2877,1,7,5,26,16,0,11,12,2210
0,0,0,1,0,0,4,1,273,1,9486,2,7,23,48,16,0,14,2,5302
0,0,0,2,2,0,3,1,139,0,6031,2,6,22,4,12,0,11,12,3157
1,0,2,1,1,0,0,0,241,0,2772,2,3,23,1,15,1,9,11,2028
0,0,3,1,1,0,3,0,153,2,615,2,1,13,10,24,0,5,2,762
2,0,2,0,2,0,2,0,83,3,943,1,3,18,45,5,2,5,3,2644
2,0,1,3,2,0,2,0,219,1,5196,0,6,7,11,20,2,12,1,2520
2,1,2,1,0,0,0,0,151,3,1078,3,2,1,40,7,1,5,9,2990
2,1,2,0,1,0,2,0,252,3,4490,1,1,2,36,8,2,13,6,3225
2,1,1,3,3,0,0,1,296,0,1283,2,6,20,6,23,1,7,5,2675
1,0,0,3,3,0,4,1,93,2,8521,0,1,7,34,11,0,3,0,4796
1,0,1,1,0,0,2,0,125,1,1896,1,6,20,36,5,0,12,3,2345
3,1,3,3,0,0,2,1,275,3,4688,0,1,10,16,23,1,15,15,3366
2,0,3,2,1,0,4,1,279,3,6843,0,2,24,13,14,2,9,6,4929
2,0,1,0,0,0,2,2,185,0,215,2,1,10,33,17,0,9,14,1989
2,0,3,0,2,0,1,1,260,0,7618,2,3,0,49,16,2,0,5,2290
0,1,2,1,3,0,3,1,75,1,4791,2,6,7,17,10,2,11,8,2403
1,0,2,3,2,0,0,1,173,1,8537,3,5,2,12,2,0,4,10,3373
1,0,2,3,2,0,2,0,63,3,8666,1,1,6,7,18,1,5,9,3584
0,1,0,3,2,0,2,0,179,2,9331,2,3,22,42,5,1,1,6,3168
3,1,3,2,3,0,3,1,180,2,7981,3,5,24,50,4,1,14,11,3984
1,1,1,1,3,0,0,1,165,2,6585,0,6,4,3,11,2,10,9,4342
0,0,0,0,1,0,4,2,79,1,6179,2,3,7,2,22,0,4,12,2578
2,0,0,2,0,0,0,0,112,1,8098,0,6,3,35,4,0,9,1,3942
1,0,2,3,1,0,2,0,143,3,5877,1,7,20,46,20,2,11,8,4141
1,0,3,3,1,0,3,0,103,3,7686,0,4,3,27,3,2,10,13,4648
2,1,1,3,0,0,1,0,122,0,4547,0,4,13,48,11,0,10,2,2871
3,0,1,0,3,0,4,0,122,3,1669,2,4,9,6,1,1,3,10,2161
2,1,2,0,2,0,0,0,68,3,887,0,5,15,50,14,2,2,12,3829
2,1,3,2,0,0,0,0,92,0,3106,2,4,19,19,16,1,11,3,2956
0,1,2,0,0,0,0,1,54,3,2052,0,3,18,42,16,1,15,8,3907
2,0,2,2,3,0,4,2,247,2,7023,1,7,2,1,11,1,10,15,4000
1,1,1,0,2,0,2,1,197,0,1481,3,3,1,37,11,1,8,6,2637
3,1,0,1,1,0,3,0,83,0,2484,2,1,3,16,7,2,0,12,1733
1,1,2,2,2,0,0,2,218,3,6020,0,5,3,45,14,1,14,15,6094
2,1,1,2,1,0,3,1,73,1,8299,3,2,4,33,14,1,4,3,3469
1,1,3,1,3,0,1,2,131,0,4439,2,1,5,38,7,1,8,1,1926
2,0,0,3,1,0,2,1,199,2,7904,1,5,10,8,11,2,10,15,2665
1,1,2,0,0,0,1,1,298,1,1637,1,7,0,17,24,1,14,0,2443
1,0,2,1,1,0,1,1,234,0,6893,3,3,5,18,22,0,14,14,1699
1,1,0,2,3,0,3,0,247,0,66,2,6,12,6,5,1,11,8,2145
2,1,2,2,2,0,0,2,221,3,4733,2,1,6,30,22,2,0,5,4263
1,0,3,1,0,0,1,2,157,3,550,2,2,14,16,18,2,7,6,2475
2,1,2,1,3,0,3,0,140,2,5868,1,4,23,7,21,2,14,8,3098
3,0,2,2,3,0,1,2,189,1,9219,3,1,9,18,8,1,14,1,893
0,0,3,0,2,0,0,1,168,3,2267,3,2,18,28,7,0,10,10,2662
0,1,2,0,2,0,0,2,107,2,5165,0,3,3,2,13,0,2,3,2534
1,0,1,0,2,0,4,1,65,0,7189,3,5,0,50,22,0,12,8,5158
3,1,2,3,3,0,2,0,238,3,8108,0,6,20,32,22,2,8,3,4202
2,0,3,3,3,0,0,0,109,0,5349,1,5,15,46,20,0,5,7,3693
2,1,1,1,3,0,2,2,250,3,8930,2,7,19,6,22,1,15,15,4814
2,1,1,2,3,0,1,2,151,3,8712,0,4,13,29,8,0,9,10,3392
1,0,1,2,0,0,4,2,245,3,3422,2,4,2,24,22,0,6,7,4080
0,0,0,0,3,0,0,0,228,3,6028,2,5,3,43,7,2,4,5,3758
3,0,3,2,1,0,0,0,288,0,8609,3,3,17,5,14,0,0,5,2779
2,1,1,2,0,0,2,2,88,1,454,1,3,24,25,18,2,13,3,1851
0,0,3,1,3,0,4,0,155,1,2752,1,2,11,28,0,0,5,15,1694
1,0,3,1,0,0,3,1,130,1,1071,0,1,13,25,1,1,14,13,1786
0,0,0,1,1,0,1,1,299,3,7031,1,2,10,47,12,1,2,11,2780
3,1,3,2,3,0,3,2,65,0,4298,2,5,5,50,18,0,8,5,3006
2,0,2,2,2,0,3,0,245,1,7618,0,2,8,20,18,1,4,7,3114
3,0,3,2,2,0,3,0,279,0,8301,0,6,22,11,8,0,3,3,3727
0,0,2,1,0,0,3,0,107,3,7523,3,4,12,29,22,0,11,13,4124
3,0,1,2,1,0,0,1,72,0,7757,3,4,9,33,9,0,13,2,2988
2,0,0,1,3,0,0,0,258,3,3748,2,7,17,26,22,2,5,13,3791
1,0,3,1,3,0,4,0,179,0,3148,1,7,9,27,4,0,5,3,3630
2,0,3,0,1,0,4,1,198,2,5151,0,4,19,19,12,1,2,4,3341
2,1,1,3,2,0,3,0,58,1,8585,3,7,18,34,1,2,1,5,3942
1,1,2,2,1,0,1,0,73,3,7677,3,5,8,41,3,0,4,15,2551
1,0,3,2,3,0,2,0,240,1,2456,2,3,16,31,9,0,7,0,1710
2,1,2,0,0,0,4,0,261,3,3229,2,1,10,42,3,2,9,5,4352
1,0,2,2,1,0,2,0,149,1,3294,1,3,19,49,10,2,14,8,2062
3,0,2,2,1,0,1,1,178,3,5409,1,5,6,10,3,2,4,13,1886
2,0,3,0,0,0,0,0,199,2,9427,0,3,22,7,20,1,2,8,3781
3,1,3,2,1,0,1,0,177,0,131,2,4,9,1,12,1,0,2,1227
2,0,2,1,0,0,1,0,89,3,8843,0,1,3,7,8,1,6,8,1945
3,1,2,1,2,0,0,1,95,3,556,2,4,17,38,7,1,1,11,2812
3,0,3,0,3,0,2,0,58,1,5956,3,4,24,45,5,2,13,2,1707
3,1,0,1,1,0,2,1,111,3,3325,2,6,22,21,5,2,15,3,3149
0,1,3,3,1,0,3,1,281,0,3055,0,6,13,39,5,0,10,4,3412
3,1,3,2,1,0,0,0,287,2,8077,2,2,17,50,11,2,2,11,3509
1,1,3,0,3,0,4,1,185,2,2077,0,1,11,30,20,0,6,8,2626
0,1,2,1,0,0,1,1,278,0,5043,2,5,12,13,1,1,14,3,2268
0,1,2,0,1,0,4,1,249,1,7179,2,6,21,9,13,1,0,7,3821
2,0,0,1,1,0,4,1,60,2,7186,1,5,4,11,7,0,7,15,3508
2,0,3,2,2,0,3,0,77,3,7486,2,5,12,10,21,0,1,7,4359
2,1,0,1,1,0,2,1,107,2,3604,1,1,14,0,9,0,15,3,1824
0,1,1,1,0,0,0,0,172,0,5037,0,2,7,10,10,2,8,3,2946
3,1,3,0,1,0,3,1,105,2,4071,3,5,23,9,22,1,15,2,2195
1,0,2,2,0,0,2,0,132,2,7430,3,5,15,39,17,0,15,11,3284
3,0,2,1,0,0,3,1,151,2,4989,3,1,20,50,3,0,2,11,2642
0,1,0,1,2,0,2,2,110,1,2041,3,2,15,43,20,0,12,15,1804
2,1,0,3,3,0,0,2,222,0,2212,2,7,15,26,11,1,15,15,3319
0,1,1,3,1,0,3,2,235,1,3368,3,7,12,27,16,0,8,3,2042
3,1,2,1,1,0,0,1,216,0,3757,2,3,14,8,22,0,1,14,2451
3,1,2,3,0,0,3,0,144,2,5134,2,5,5,11,13,0,7,1,2714
2,1,1,0,3,0,3,1,188,3,1230,3,2,24,17,20,0,0,5,3088
2,0,3,3,0,0,0,1,167,3,1630,3,5,5,28,0,0,15,5,3231
3,0,1,3,1,0,1,1,181,3,3900,0,6,15,31,11,0,6,11,2312
1,0,1,2,3,0,3,0,246,3,9671,0,3,5,12,0,0,8,12,4922
0,0,2,1,3,0,0,2,54,2,6465,2,2,16,13,20,2,9,0,2328
2,0,3,3,1,0,0,0,94,0,421,1,2,18,11,1,1,8,8,1146
3,1,3,3,1,0,3,0,86,3,4276,3,6,10,26,11,1,7,5,3197
0,1,0,0,1,0,1,1,174,0,2218,2,1,24,33,18,2,1,6,1984
2,0,3,2,2,0,2,2,185,2,6994,3,4,4,4,6,1,0,0,2079
0,1,3,1,1,0,2,0,296,3,6883,3,3,19,4,12,1,4,8,3122
1,0,3,3,1,0,2,0,87,0,4737,1,7,16,13,8,2,11,12,2545
0,0,3,0,3,0,1,0,173,0,5027,2,6,15,36,9,2,2,0,1799
3,0,3,3,1,0,4,1,135,2,5330,2,7,6,23,3,2,4,10,2813
0,0,1,1,0,0,2,1,165,3,7390,1,3,11,0,9,1,7,14,3040
0,1,3,2,3,0,3,0,263,2,2929,2,6,2,4,16,2,2,12,2211
2,0,0,3,2,0,3,1,150,0,546,0,3,14,39,9,1,15,0,2594
2,0,2,2,1,0,0,0,128,3,9745,0,1,19,45,1,0,13,12,4556
3,1,0,3,0,0,1,0,52,1,8797,3,7,13,23,5,2,3,8,1059
1,1,2,3,3,0,3,2,273,2,9980,3,7,17,45,20,1,15,14,5663
2,0,2,3,3,0,3,0,146,2,3192,3,4,12,41,24,2,1,14,2248
1,1,2,2,3,0,4,2,78,2,798,0,3,0,33,13,1,10,4,2401
0,0,3,0,1,0,1,2,229,1,2389,0,5,24,38,23,2,7,11,1480
2,0,0,0,3,0,3,1,82,0,9773,1,2,5,12,21,1,9,4,4307
2,1,0,2,2,0,0,2,230,3,3310,1,4,13,11,3,1,9,14,3881
2,1,3,3,0,0,2,0,95,0,2910,2,3,12,5,5,0,15,10,2708
1,0,3,2,3,0,2,1,258,2,7715,1,2,7,46,22,0,10,5,3432
1,0,0,3,2,0,4,1,188,2,2553,0,3,4,29,9,2,12,12,3050
1,0,1,3,1,0,2,2,231,0,6510,2,6,23,19,1,2,3,5,2744
3,1,1,2,1,0,2,1,60,1,7285,0,1,14,7,0,1,12,5,1757
3,1,1,0,1,0,4,2,266,0,6743,1,1,20,23,18,0,15,5,4416
3,0,1,0,3,0,4,1,139,2,1025,0,1,12,14,20,2,1,3,1543
0,0,0,3,3,0,1,2,296,0,6798,0,5,4,13,6,1,7,5,2055
1,0,1,3,1,0,0,1,204,3,3002,3,1,10,36,21,0,1,15,3468
0,1,1,0,0,0,0,1,122,1,1298,1,6,19,47,21,2,9,11,2690
3,1,1,1,3,0,4,0,282,2,8881,3,7,0,4,14,2,10,6,4323
0,1,1,1,0,0,2,0,86,3,49,3,4,8,6,24,0,0,13,2363
1,0,1,1,1,0,4,1,223,1,8741,3,1,22,32,23,2,7,0,4562
3,0,1,1,2,0,0,1,122,3,9828,2,7,18,33,7,0,0,2,4490
0,0,2,2,1,0,1,1,153,3,3457,1,1,13,15,16,2,0,3,1859
0,1,1,0,2,0,4,1,202,2,7934,1,3,20,37,0,0,4,7,4631
3,0,2,3,3,0,0,0,212,2,9242,2,7,0,33,7,2,6,13,3085
3,0,2,3,3,0,0,0,166,1,9704,0,4,13,36,3,2,8,13,2969
1,0,0,1,2,0,0,2,253,1,7988,2,2,21,41,22,0,6,5,3641
2,1,3,3,2,0,3,2,107,2,3194,3,6,17,45,10,1,9,6,2796
3,1,3,0,0,0,3,0,213,2,3654,3,5,4,50,12,1,0,12,2637
3,1,1,2,0,0,3,2,139,0,370,1,1,19,41,16,0,13,1,2258
0,1,0,1,3,0,3,0,293,1,8001,2,2,13,2,11,0,4,14,3201
3,1,0,3,0,0,1,0,170,0,8876,2,7,16,37,14,2,15,13,2608
1,0,1,0,2,0,0,2,160,1,7440,1,7,24,41,13,0,12,6,4039
3,1,3,0,3,0,3,0,85,3,678,0,7,20,41,0,2,3,14,3036
3,0,3,2,1,0,4,1,210,3,6683,2,1,6,1,20,2,7,14,3624
1,0,1,1,3,0,3,2,79,1,4195,3,3,24,50,7,2,10,11,2855
1,0,2,3,3,0,3,0,59,0,4562,1,7,8,50,2,1,6,5,3571
1,0,2,0,3,0,2,1,282,2,4428,1,6,11,44,1,0,9,1,2751
2,0,0,3,1,0,2,2,202,0,9282,2,7,11,27,8,0,3,4,3199
1,1,1,3,1,0,3,0,183,1,7025,2,2,0,49,2,2,9,15,3443
3,1,2,3,0,0,2,2,88,2,5321,2,4,16,41,24,0,11,5,2598
1,0,3,1,0,0,1,1,89,1,7423,0,2,7,12,11,1,14,8,1479
0,0,3,3,0,0,1,1,176,2,4373,2,2,11,14,1,0,5,12,1184
0,0,0,2,2,0,2,2,256,1,7576,1,7,10,9,9,1,13,9,2514
3,1,3,2,3,0,0,0,260,2,2468,3,7,18,43,24,0,0,15,2334
3,1,0,1,0,0,3,0,187,0,8542,1,1,18,7,19,0,9,10,4131
2,0,1,1,1,0,1,1,209,2,9970,0,6,2,48,23,1,4,5,2127
0,0,0,1,2,0,3,0,152,1,6040,3,3,7,49,22,2,14,4,2779
2,1,0,0,2,0,3,1,142,0,1943,1,7,9,14,0,2,11,2,2966
3,0,1,2,0,0,4,0,183,3,2132,2,5,8,37,9,2,3,7,2886
0,0,2,2,1,0,4,0,117,2,185,2,2,9,5,20,2,7,6,572
1,1,0,0,1,0,4,2,163,0,3674,0,4,15,44,17,2,4,11,4285
3,0,2,3,0,0,1,2,181,2,7643,1,5,12,46,12,0,12,12,1837
3,0,2,0,0,0,3,0,109,3,3237,3,3,6,46,14,1,6,2,2721
3,1,0,0,3,0,3,1,264,0,8451,1,7,21,36,20,1,1,5,5247
1,1,1,0,1,0,2,0,242,2,1439,2,1,14,2,8,2,9,4,1089
1,0,2,3,1,0,3,2,65,3,5498,0,7,8,18,13,0,1,0,4658
1,0,0,3,2,0,3,1,67,1,8858,2,6,11,10,10,1,4,13,3875
3,1,1,3,2,0,2,2,143,1,8590,0,5,7,36,18,1,15,14,3191
1,0,2,1,0,0,2,0,273,3,911,2,3,12,38,14,1,10,9,3129
2,1,1,3,1,0,2,2,132,1,5132,3,7,21,46,16,1,13,5,2445
2,0,1,3,2,0,3,0,252,3,9734,0,7,11,0,18,2,12,13,5444
1,1,0,3,0,0,1,0,245,2,1092,1,6,16,12,7,2,6,10,2052
0,1,1,2,0,0,4,2,160,0,9363,1,4,11,10,24,1,11,7,5425
3,0,0,0,2,0,1,0,176,3,4407,0,7,18,29,13,2,10,12,2922
1,1,0,3,2,0,0,2,234,3,5098,1,5,7,8,21,0,10,0,4963
3,1,0,2,1,0,3,1,61,2,4055,1,1,18,32,10,1,11,10,2207
2,0,0,2,1,0,4,0,71,2,352,2,5,1,13,4,1,13,5,1073
1,0,3,3,3,0,1,1,212,2,4273,2,6,21,41,12,1,1,3,2177
0,0,1,1,1,0,3,1,169,0,1769,0,7,18,34,0,2,10,4,2519
0,0,0,3,2,0,3,1,142,2,6372,2,7,12,44,4,2,1,3,3529
3,0,0,2,3,0,0,0,138,2,6063,2,7,9,42,11,2,13,3,2819
3,0,3,3,0,0,2,2,138,0,8744,2,7,6,46,24,1,13,7,3404
1,1,0,2,1,0,3,1,260,1,1574,3,5,19,4,0,1,1,14,1721
0,1,2,2,1,0,0,0,165,0,7287,2,6,19,29,11,0,9,6,3613
2,0,2,2,3,0,2,0,56,3,508,1,6,20,43,8,2,3,7,2676
3,0,1,0,0,0,1,1,75,2,1995,0,3,12,0,22,1,11,1,1183
2,1,2,1,3,0,3,2,173,3,1800,1,3,2,42,18,0,7,3,3579
1,0,0,3,3,0,4,2,238,3,3913,0,6,19,30,10,1,10,5,5238
2,0,0,1,0,0,4,1,104,0,5677,3,2,8,34,19,0,2,4,4385
1,1,1,1,0,0,1,2,121,1,667,2,4,11,8,11,0,4,8,1499
3,0,1,0,3,0,0,2,286,3,7330,1,5,0,18,9,2,5,11,3780
2,1,3,1,3,0,0,2,60,2,5743,3,3,3,37,18,1,8,7,2817
1,1,0,3,1,0,0,1,281,1,2948,3,4,11,8,1,1,7,14,1903
2,1,1,0,3,0,2,2,60,1,2677,3,2,6,20,23,1,13,0,1594
3,1,1,3,3,0,2,1,117,2,6711,1,3,11,6,12,1,10,14,2344
1,0,3,2,0,0,3,2,69,3,9670,2,2,17,48,14,2,5,11,5411
2,1,2,3,1,0,2,2,243,3,9996,3,1,23,4,1,2,0,9,3538
3,0,2,1,1,0,1,0,118,2,6992,1,1,18,45,9,1,6,3,752
0,0,1,0,3,0,0,0,139,0,4202,0,2,11,48,1,2,2,9,2799
2,1,2,3,2,0,3,0,280,1,5546,0,7,12,24,14,1,2,0,3804
2,0,0,3,1,0,0,2,174,1,8347,1,4,24,0,7,0,8,8,2789
3,0,0,3,2,0,2,1,152,2,8216,1,7,23,27,2,1,6,4,2534
0,0,2,3,1,0,4,1,70,3,3627,2,6,21,3,2,0,11,4,2930
0,1,0,1,0,0,2,0,235,2,4411,0,7,21,10,8,0,2,5,2992
2,1,3,1,2,0,0,1,122,1,5513,1,3,8,34,13,2,6,14,2774
0,0,3,3,3,0,4,1,157,2,6804,0,6,18,21,23,1,2,8,4231
1,0,3,1,1,0,2,1,144,0,695,2,3,4,22,19,2,14,15,2005
3,0,0,0,2,0,4,2,191,1,1652,3,7,2,11,17,0,5,13,1537
2,0,1,2,3,0,2,2,284,2,8271,2,7,10,19,23,0,3,6,2943
2,1,3,1,0,0,3,2,75,3,885,3,1,16,22,10,1,14,10,3147
1,0,2,0,3,0,3,0,183,1,5415,1,3,6,36,11,0,3,3,2796
1,1,2,2,1,0,1,2,115,0,1776,1,2,1,33,14,0,14,8,2238
2,1,1,2,0,0,4,0,242,0,217,2,6,21,47,17,2,14,12,3142
1,1,0,2,0,0,0,1,144,2,9469,1,3,22,49,3,2,12,5,5462
1,0,3,0,0,0,1,2,65,3,6811,1,1,13,45,2,1,4,2,2725
1,0,0,0,1,0,2,1,225,3,779,0,7,2,24,9,1,13,14,3464
3,1,2,1,3,0,4,2,131,3,1992,3,4,11,49,9,2,2,15,3265
2,0,2,3,0,0,2,1,240,2,5914,0,5,5,7,18,0,2,15,2837
2,0,3,0,2,0,4,1,171,2,6066,2,5,1,9,23,2,12,5,3685
1,1,3,2,3,0,3,0,169,0,5869,2,3,3,3,1,1,4,6,3537
0,0,1,2,3,0,3,0,296,3,8886,3,3,24,37,4,0,11,5,4545
3,0,0,2,1,0,1,0,72,0,574,2,3,4,1,11,2,13,3,1000
3,0,1,2,1,0,1,2,244,0,6393,3,6,15,50,6,1,3,3,1543
3,1,0,1,0,0,4,0,107,2,599,3,3,23,14,9,0,2,8,1534
3,0,3,0,1,0,0,0,188,2,8667,3,4,24,38,16,2,15,10,2890
0,1,0,2,1,0,0,0,170,2,7684,0,5,24,30,19,2,8,7,3747
2,1,3,0,2,0,4,0,81,0,5781,0,6,12,30,20,2,0,6,4933
0,0,1,0,2,0,1,1,174,0,7427,0,4,8,48,22,0,11,13,2369
0,0,0,3,0,0,0,2,229,3,3436,0,6,4,48,1,0,5,10,4040
1,0,3,2,3,0,2,2,54,1,6130,0,7,20,10,3,1,11,1,2617
2,1,3,1,1,0,1,1,118,0,5351,2,2,9,1,17,1,11,3,1374
3,1,1,2,1,0,2,0,199,3,8052,3,7,15,49,8,1,9,1,3589
0,1,0,1,3,0,0,1,62,0,8304,1,6,3,35,24,0,0,3,4464
2,1,3,2,1,0,1,2,204,2,9872,3,7,5,1,23,0,4,3,1052
2,1,2,3,1,0,0,2,254,3,6741,1,4,2,45,18,0,5,10,5005
1,0,0,1,2,0,4,2,257,1,1568,2,6,8,24,24,0,9,1,2450
2,1,3,1,0,0,0,0,150,0,4240,3,5,22,44,20,0,15,8,3831
3,1,3,2,2,0,2,0,70,1,3477,1,5,4,30,0,0,7,6,1681
1,0,1,0,1,0,3,2,295,1,3514,1,4,15,31,12,0,4,1,2542
2,0,3,0,2,0,2,0,242,0,9258,0,7,22,44,20,1,7,11,4270
2,1,1,0,2,0,3,0,128,1,2537,0,3,8,10,21,1,13,1,2029
0,0,0,0,3,0,3,1,288,1,7878,3,3,7,28,15,2,2,2,3180
0,0,2,1,0,0,1,2,281,2,7510,2,1,14,5,21,2,4,3,1024
1,1,0,0,3,0,2,2,243,0,9513,2,4,16,2,22,2,5,9,3953
1,1,3,3,1,0,2,1,86,2,7191,1,1,15,17,2,2,11,6,2479
1,1,1,0,0,0,2,2,94,0,6425,0,4,10,4,10,0,3,13,3586
0,0,2,0,3,0,4,0,214,0,4684,0,7,9,44,13,2,3,13,3600
2,0,2,0,2,0,3,1,263,2,2217,1,5,3,13,12,0,8,5,1914
1,1,2,3,0,0,0,0,62,1,8713,0,4,3,28,11,2,1,8,4887
1,1,3,1,3,0,2,0,101,1,2703,2,1,22,16,24,2,10,9,1575
3,0,1,2,1,0,3,2,168,0,7491,1,2,17,50,3,0,0,7,3312
1,1,0,1,1,0,0,0,291,2,5944,1,2,9,32,14,1,7,13,3367
3,0,3,2,3,0,1,2,122,0,1824,0,1,21,42,12,0,7,1,1651
1,1,3,2,1,0,4,2,255,2,7874,0,3,1,3,5,0,11,14,4663
0,1,1,2,3,0,0,1,240,0,2851,2,7,17,8,7,1,2,9,2901
0,0,0,0,0,0,3,2,75,1,9486,0,3,21,3,20,1,15,10,3656
3,1,3,3,0,0,4,0,181,2,5497,1,1,11,20,3,2,2,3,3308
3,0,0,1,2,0,1,1,86,2,9629,1,2,23,12,4,2,1,6,1103
0,1,2,0,3,0,2,2,201,3,9072,3,6,20,1,19,0,0,12,3877
1,1,0,3,2,0,0,2,127,1,9318,2,7,5,12,24,2,14,4,4617
2,1,0,0,2,0,1,0,168,2,1308,0,3,8,31,9,2,3,11,1737
3,1,0,3,1,0,3,0,235,3,1020,0,7,23,1,21,1,0,5,2994
3,0,3,3,0,0,1,2,223,1,7107,0,4,9,43,20,2,9,13,1687
